ISBN13,Title,Review,Rating
"=""""",Fifty Quick Ideas To Improve Your Tests,"As with the other books of Fifty Quick Ideas you get 50 ideas nicely arranged to a topic. Most of those ideas are not new and you will have encountered many of them when you wrote your tests. However, the benefit of this book is that you have them all in one place. <br><br/>The ideas are often really simple and you can call them common sense. Until you tried it otherwise you most likely can’t appreciate how helpful those are. “Describe what, not how”, “Wait for events, not time” or “Minimise UI interactions” are three simple examples that can cost you hundreds of hours if you don’t follow them. <br/><br/><p>There is another category of ideas which may easily be overlooked by testers. Often the problem is not with the technology, but with the people. Ideas like “Start with always/never” is a great exercise to get examples and test cases from the business users. Again it’s not rocket science, but it will make your life much easier. I therefore can only recommend to buy this book and read all ideas, not just the ones you think they help you with the technical side of testing.</p><br/>",5
"=""9780544272996""",What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"If you like the “What if?” section of XKCD.com, then you will love this book by Randall Munroe. Yes, you will have read many of the questions already, but most are so good that you don’t mind to read the answers to them again. The best part of the book are the illustrations. Be it the Netherlands on the rise or the figures just made of a few lines. They are always so much to the point and often are the funniest part of the answer. ",5
"=""9780321437389""",Implementing Lean Software Development: From Concept to Cash,"Another great book written by Mary Poppendieck. If you are interested in Lean Software and how you can build better products based on proven concepts, then this book is a treasure trove. You will find the fundamental ideas behind lean, the mind-set it requires (trust and self-improvement, not micro-management) and how the idea of lean production developed over the last century until it was transformed to fit needs of software development. It’s well written and you will reach the appendix far too soon. <br/><br/>However, if you don’t know anything about lean then you should look for a different book. In that case you are better served with a step-by-step guide or [b:The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses|10127019|The Lean Startup  How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses|Eric Ries|https://d.gr-assets.com/books/1333576876s/10127019.jpg|15024842].<br/>",5
"=""""",20 Master Plots: And How to Build Them,"A great overview on the 20 main plots you can use to write a book or screenplay about. For me there was to much repetition, but otherwise a good read that will deepen your knowledge and help you better understand how books/movies work.",4
"=""""",How Software is Built (Quality Software Book 1),"The starting book of the Software Quality series is an easy read that offers some great insights. Like many software projects it starts with a positive view on life and soon goes into the problematic parts where the challenges await. If you ever asked the question why projects can go so badly wrong you definitively should read this book. <br/>The rest of the series is however a rollercoaster: Some books are great, others are full of nice ideas that unfortunately will be forgotten as soon as you put the book down. That said, this book is one of the good parts and will help you to understand the problem space quite nicely. <br/>",4
"=""""",How to Observe Software Systems (Quality Software Book 3),"Interesting topic, but this book offers too few details on how to adapt the theory in a real world scenario. ",2
"=""9786612739118""",Service-Oriented Design with Ruby and Rails (Addison-Wesley Professional Ruby Series),"5 years since its publication are a long time for such a technology-related book. The Ruby world changed massively and many of the described tools are no longer used. However, the main points and the whole theory behind service-oriented design is still current. The same is true for the main library that is used in so many examples: Typhoeus is still in active development and can help you to solve your problems in a proven way. ",4
"=""""",Agile Impressions,This book offers a nice view back in a time where the terms and methods we now use where fresh and in its creational phase. The collection of essays to different aspects is a nice change to the other parts in the Software Quality series and give you a realistic feeling on how it was back in the good old days. ,4
"=""9781458008947""",Managing Teams Congruently,"Managing Teams Congruently is the next step after [b:Managing Yourself and Others|18620539|Managing Yourself and Others (Quality Software)|Gerald M. Weinberg|https://d.gr-assets.com/books/1384802953s/18620539.jpg|16146968]. The former book focused primary on yourself, while this book explains the context and interaction with others. In itself is this book not bad, but again it’s not as good as  [b:Leader Effectiveness Training L.E.T.: The Proven People Skills for Today's Leaders Tomorrow|191423|Leader Effectiveness Training L.E.T.  The Proven People Skills for Today's Leaders Tomorrow|Thomas Gordon|https://d.gr-assets.com/books/1309284927s/191423.jpg|185070] by Thomas Gordon.",3
"=""""",CHANGE: Planned & Unplanned (Quality Software Book 8),"The follow up to [b:Becoming a Change Artist|10845434|Becoming a Change Artist|Gerald M. Weinberg|https://d.gr-assets.com/books/1302592989s/10845434.jpg|15759900] is not so great. For me it had too much repetition and not enough ideas to stand on its own. Forming the environment to support change is important, but when you read the Change Artist right before you expect more on this interesting topic. Unfortunately that book can’t deliver it.",2
"=""9781458137425""",Responding to Significant Software Events,"I’m very interested in metrics and like to base my decisions on data. I therefore looked forward to this part of the Software Quality series. Unfortunately the book doesn’t add much new insights or ideas. Too much is already present in Tom DeMarcos [b:Controlling Software Projects: Management, Measurement, and Estimates|1877525|Controlling Software Projects  Management, Measurement, and Estimates|T. DeMarco|https://d.gr-assets.com/books/1348636749s/1877525.jpg|1878522] that was written in 1986. I hoped that in the 25 years between those two books one would have gained new ideas and proven (or disproven) certain aspects. Judging by this book this was not the case. ",2
"=""""",Becoming a Change Artist,"One of the best books in the Quality Software series. Weinberg explains in this book the different types of reaction to change: From ignoring it to naming the things you did for a long time with the new name is all explained in great detail. If you want to know why change is so hard you definitely should read this book. The used example of structured programming vs. object oriented is a bit dated, but could today easily be replaced with waterfall and agile. ",5
"=""""",Managing Yourself and Others (Quality Software Book 5),"Communication is important, but opens many traps for misunderstanding and wrong interpretation. The topic covered in this part of the Quality Software series is therefore vital. Gerald Weinberg offers many good points on how to first look at yourself before you go out and try to change others. However, Thomas Gordon wrote in [b:Leader Effectiveness Training L.E.T.: The Proven People Skills for Today's Leaders Tomorrow|191423|Leader Effectiveness Training L.E.T.  The Proven People Skills for Today's Leaders Tomorrow|Thomas Gordon|https://d.gr-assets.com/books/1309284927s/191423.jpg|185070]Leader Effectiveness Training an even better guide that goes much deeper into the topic.",3
"=""9783641071745""",Managerkonferenz: Effektives Führungstraining (German Edition),"Konflikte werden meist als etwas Negatives angeschaut. Doch wenn man Konflikten aus dem Weg geht werden diese nicht gelöst. Viel mehr brodelt es unter der Oberfläche bis diese durch Kleinigkeiten zum Ausbruch kommen. Wie Thomas Gordon in diesem Buch erklärt gibt es einige Wege diese Probleme zu entschärfen bevor es zur Explosion kommt. Aktives Zuhören ist eine der Techniken die vielen Missverständnissen vorbeugen kann. Die Beispiele diesbezüglich sind zwar zahlreich, doch hätten es ruhig noch einige mehr vertragen.<br/><br/>Führen ohne Autorität zu gebrauchen und ein einbeziehen von allen Kräften sind Ideen die damals revolutionär waren und es heute meist immer noch sind. Zu oft versuchen Führungskräfte durch Machtausübung Ziele zu erreichen bei denen am Ende alle nur verlieren können. Der vorgestellte Ansatz von Win-Win Lösungen hat sich bei vielen herumgesprochen, doch bis dies auch im Sinne des Autors verwendet wird dürfte es häufig noch einiges an Aufklärung vertragen. Gordon erklärt diesbezüglich aber sehr genau worauf man achten muss und wieso die anderen Methoden (I & II) auf Dauer nicht funktionieren können.<br/><br/>Das Buch hat mich positiv überrascht und enthält zahlreiche Punkte die ich vertieft anschauen will.<br/>",4
"=""""",Change Done Well (Quality Software Book 9),"While reading this book I found many sound arguments and could agree to nearly all the points made. However, after just a few days I could not really point out any specific things I learned from it. The concept of slack was far better explained in [b:Kanban: Successful Evolutionary Change for Your Technology Business|8086552|Kanban  Successful Evolutionary Change for Your Technology Business|David J. Anderson|https://d.gr-assets.com/books/1335865085s/8086552.jpg|12821559], the introduction of the “Sir Edmund Hillary School” of using a thing just because it’s there was only relevant for a few pages and the talk about testing and fighting fires wasn’t that helpful. <br/><br/>It seems as if in this part of the quality series there was too much coal dust to find a remarkable point.<br/>",2
"=""9781609940652""",I Moved Your Cheese: For Those Who Refuse to Live as Mice in Someone Else's Maze (Bk Business),"Deepak Malhotra wrote a nice little story around the [b:Who Moved My Cheese?|4894|Who Moved My Cheese?|Spencer Johnson|https://d.gr-assets.com/books/1388639717s/4894.jpg|3332594] book by Spencer Johnson. Here you will get another point of view on the subject of change: If change happens anyway, then why care so much about the reason for the change? Should we not care more about the change in itself and how we handle it? <br/><br/>Some parts are zen-like, for example: “It’s not so much the mouse in the maze that is the problem. The problem is the maze in the mouse”. That self-inflicted cage we put our thoughts in is a far more real limitation than the maze ever could be. Overcoming that maze in our self is a log of work and not every mouse/human will be able to do it. <br/><br/>I enjoyed this quick read very much and felt a certain energy to tackle bigger obstacles. Definitely a must read.<br/>",5
"=""9781934356821""","Mac Kung Fu: Over 300 Tips, Tricks, Hints, and Hacks for OS X Lion","Keir Thomas put together a great collection of simple but powerful tricks on the Mac. If you are switching from Windows to Mac you should read it. Not only will it help you to save time, you get a great introduction to features of Mac OS X you easily could miss. Since the chapters are all focused on one point only you can easily ignore all you don’t currently use. You will lose many good ideas, but you will not have any problem to follow the examples.",4
"=""9780974514048""",Ship it! A Practical Guide to Successful Software Projects,"This book is a great reminder of all the things one should do to get high quality software out of the door. It is however not really a book for novice and junior programmers. For them it will let too much questions unanswered. And those developers who are delivering software for a few years may know it already. If you fall in the spot between and want to grow then this book is a great help. <br/><br/>Especially the chapters on automating your build from day one or how to get to a realistic project schedule are known to everyone, but it’s so often ignored. Having a reminder could save so many project that you should read it even if you are not position your knowledge in-between junior and senior developer. <br/>",3
"=""""",Freshman Murders,"For an unknown reason this book was part of the Quality Software bundle by Gerald M. Weinberg. The idea of a ""Nerder Mystery"" sounds interesting, but this book did not catch my interest. ",1
"=""9780393244816""",Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World,"Bruce Schneier explains in this book what the Snowden documents mean and how it affects your life. The book is a well organised collection on how governments spy on their citizens and how the rules in place to prevent that are circumvented. This goes from the danger of collection “just” metadata and continuous with the inherent problems of predicting a terror attack based on big data. Collecting everything, every time everywhere is great to fill your datacentres but really bad to predict accurately a possible thread. <br/><br/>But even if your government is good and does no harm you have a problem: All the companies who offer free services pay their bills by selling your personal data. Sometimes that may be worth the trade-off, but most often you are unaware of that fact. To avoid those data collection mills is even harder, especially when you want to be active online. <br/><br/>So far there is no good answer on how to protect your privacy. Nonetheless the book is an up-to-date reference on what is going on in this world, even if we may not like it.<br/>",4
"=""9781452375472""",Why Software Gets In Trouble (Quality Software: Volume 1.2),"[a:Gerald M. Weinberg|174075|Gerald M. Weinberg|https://d.gr-assets.com/authors/1295387221p2/174075.jpg] explains in this book the basic knowledge you should have of how failures happens when you write software and what you can do to reduce their effect. The explanation on why it is impossible to reach a 0 fault level is really good and should be read by everyone who is involved in any capacity in the creation of software. Many discussions could be avoided with that knowledge.<br/><br/>However, many parts are not new and splitting the series in 9 books gives you some continuity errors. This book is part 2 and when you didn’t read part 1 you will not know what he means with type 1, 2 and 3 companies. Repeating that would make the reading much simpler, but so you have to get part one or ignore it whenever it is mentioned.<br/>",3
"=""9780062183590""",The Honest Truth About Dishonesty: How We Lie to Everyone - Especially Ourselves,"Dan Ariely explains in this book how we lie to ourselves and not even know it. In many small experiments he figured out different situations in which we cheat more and how certain lack of following rules end in much more cheating. One interesting point is how many participants in those experiments overestimated their abilities after cheating and how they explained to themselves how they deserved their higher scores.<br/> <br/>The book offers a nice view in the world of behavioural science and the experiments they do. What I missed is the application one can directly use from it. There are some points worth following up, but overall the book describes more the situation of those experiments that to give practical advice to reduce dishonesty. <br/>",3
"=""9780993088100""",Fifty Quick Ideas to Improve Your User Stories,"When you work with user stories you definitely should read this book by Gojko Adzic. In it you find a nice collection of simple things you can do to get more out of your user stories. Most of the ideas are easy to adapt or only offer you a different look at them. However, that little shift of perspective is often all it takes increase value. The book starts at the creation of user stories, goes on with the many points you can discuss and doesn’t fear to talk about splitting them apart. That is a nice addition to the always covered aspect of planning, which you will have well covered in this book as an addition. <br/>One important point to know before you buy it: An idea is not a fully developed concept or plan. You get 50 ideas and for most of them you will know what to do next. What you don’t get is a complete step-by-step guide on how to put the idea in action.<br/>",4
"=""9781453802267""",Personal Kanban: Mapping Work | Navigating Life,I use Kanban for a few years and like the ideas described in Personal Kanban very much. You don’t have to make much ceremony and can get things done far better that with any other method. The Kanban board helps to visualize all the things one should do and pick the items that are the highest priority at the moment. Personal items tend to change their priority much faster than items in a project. The book explains Kanban in the context of personal items very well and with good examples everyone can understand. Should you struggle with your productivity then you definitely should give Personal Kanban a try.,5
"=""9780142000281""",Getting Things Done: The Art of Stress-Free Productivity,"Write down all the things you should do, decide the next action and do it right now if it takes two minutes or less are the best advices in the book. The other parts of the Getting Things Done (GTD) method are not really for me. There is too much ceremony in place that ends up in big lists that just catch the dust of time. For the overall system I prefer [b:Personal Kanban: Mapping Work / Navigating Life|10419045|Personal Kanban  Mapping Work / Navigating Life|Jim  Benson|https://d.gr-assets.com/books/1382928627s/10419045.jpg|15323317] and got far better Results than from GTD.",2
"=""9781937785338""","Good Math: A Geek's Guide to the Beauty of Numbers, Logic, and Computation","Good Math is a nice discussion on what numbers and math are all about. If you are interested in the big picture and want to know how different things fit together, then this book is a good read for you. However, if you want to learn something specific you should not buy this book. Ist’s not a study guide and therefore doesn’t explain the calculations behind and how you get there. <br><br/><br/>I liked the explanation of the Turning machine and some thoughts on the numeric systems and how they are adapted in a computer. But for all the things I didn’t know before I read that book I still don’t know. <br/>",2
"=""9781937785314""",The Healthy Programmer,"Joe Kutner explains in his book how little we programmers have to change to stay healthy. Not sitting for hours, take a walk from time to time and looking on a distant object every twenty minutes would help us a lot. The hard part with every health book comes when we have to put in into action. Kutner knows this from his own experience and has put together a set of simple exercises that everyone should be able to do. How good his advice is I can’t jet decide. But they are so simple that I’m adapting at least a few.",3
"=""9781934356555""",SQL Antipatterns: Avoiding the Pitfalls of Database Programming (Pragmatic Programmers),"In the world of SQL you can do many mistakes. This will not only result in slow queries but in hours wasted to figure out what you try to achieve. Bill Karwin collected the most uses anti-patterns and explains how you can do a better job. His solutions are not only shorter to write and faster to execute, but they are simpler to maintain as well. <br/>The catalogue of anti-patterns follows a bit the one from [b:Refactoring: Improving the Design of Existing Code|44936|Refactoring  Improving the Design of Existing Code|Martin Fowler|https://d.gr-assets.com/books/1386925632s/44936.jpg|44258]Refactoring in which every (anti-) pattern is described following the same structure. An especially helpful point is the legitimate use of the anti-pattern. Then even if it mostly is harmful, there are situations when that pattern is the better solution. By explicitly talking about the good parts you can easily figure out if you are in that situation or if you better follow the advised approach.<br/>",4
"=""9781937785024""",Explore It!: Reduce Risk and Increase Confidence with Exploratory Testing,"Testing can be more than just following a script. When the basic functions work one can start with tests that are not formalized (jet) to figure out how wide the happy path really is. Often enough a minor difference in the input and a webpage or a parser no longer works as expected. Problems like those will not be found by regular testing and need therefore a different approach. Elisabeth Hendrickson explains in this book what exploratory testing is, how you should time box your explorations and what you can do to maximize the output. This book offers you a good guidance to start your own explorations and enough resources to be successful. ",5
"=""9781430218333""",Pro Git (Expert's Voice in Software Development),"If you need an introduction into Git then Pro Git is the right book for you. Scott Chacon explains how Git works, what you should know to get out of a hole and use it for your daily routine. The book could be a bit smaller and for some parts you have to jump ahead to get an explanation of terms and topics. Beside that this book will give you the background you need to start with Git and use it successful on your own projects.",3
"=""9780978739218""",Release It!: Design and Deploy Production-Ready Software (Pragmatic Programmers),"On big and complex projects everything that can go wrong will go wrong. The only question is how bad the effects will be. Michael T. Nygard shows in this book many good approaches to mitigate the outcome and build robust software systems. <br/>Don’t be fooled by your simple application. Even there you have today a network of dependent systems which can be put out of order when only one of them is no longer available. However, there are things you can do to prevent a complete shutdown of your application: Timeouts, circuit breakers and bulkheads help you fail fast and stop a problem from rippling through out your application. But all that will only work if you stop building your software with all the anti-patterns of chapter 4.<br/>",4
"=""""",CQRS: The Example,"The book starts with a good and thorough introduction on CQRS and where the benefits are. The same holds true for domain events and event sourcing. Then unfortunately the book is interrupted with a page on Domain State and a few loose blog posts. From there on it goes down quickly. The blog posts stand on their own and answer specific questions. However, in the book those loosely connected parts disturb the reading flow and puzzle the reader. Don’t get me wrong, the content there is not bad, but it looks displaced and as if it was done in a hurry. The first two chapters set a tone that those blog posts can’t hold up. Unfortunately the book continuous with this up and down and adds even more blog posts that lead to even more confusion. In the current form I therefore can’t recommend this book. ",1
"=""9781934356722""",Pragmatic Guide to Git (Pragmatic Programmers),This book is great if you already use Git and want to know more about the possibilities you have at your disposal. This book is definitely not intended to help with your first steps in Git. If you know that and fit in the targeted audience you get a quickly read overview on the more advanced usage scenarios that Git can offer. The examples are all very small and when you want to understand what’s going on under the hood you will have to use other kinds of documentation. <br/><br/>If you used Git for months and want now to know what else is possible you should go for this book. If you are new or need to know exactly what’s going on you should pass and go for another book.<br/>,4
"=""9781935182504""",Dependency Injection in .NET,If you are interested in the concept of dependency injection and inversion of control you definitely should read this book by Mark Seemann. He explains the architectural concepts and ideas behind in the same easy to understand way as he explains the different DI containers and how to structure your code in a better way. <br/><br/>The theoretical parts are still up-to-date and help you to solve your problems. The specific containers however didn't stay frozen in time and evolved. Before selecting one over the other you should check if the described limitations are still an issue.<br/>,4
"=""9781617292156""",Barcodes with iOS: Bringing together the digital and physical worlds,"Oliver Drobnik explains in all the details how barcodes work and how you can build an application on iOS that can read and create those barcodes. That’s not only interesting if you make an inventory application as the widely used QR codes show.<br/><br/>The code samples in the book could be a bit better formatted for the Kindle, but even there you can get a quick understanding of all the required steps to read and write barcodes in iOS 7 and 8. It’s a lot of code you have to write but with this book you get a clear direction and will be able to get this job done in no time.<br/>",4
"=""9783842373938""",Kreativ fotografieren: Digitalfotografie verständlich erklärt,"Markus Wäger verfolgt mit diesem Fotobuch einen anderen Ansatz als seine Konkurrenten: Nicht die Theorie steht im Mittelpunkt sondern wie man diese in der Praxis anwendet. Es hat zwar auch einige Formeln drin, doch der Schwerpunkt liegt ganz klar auf der Erklärung wie sich die vielen möglichen Einstellungen auf das Foto auswirken. (Wie man diese Einstelllungen auf der Kamera findet und was man alles für Möglichkeiten hat findet sich nicht in diesem Buch sondern in der Anleitung zur eigenen Kamera.)<br/><br/><p>Ein einmaliges Durchlesen wird nicht genügen um sofort bessere Fotos zu machen. So wie dieses Buch aufgebaut ist kann man es aber sehr gut als Nachschlagewerk benutzten und sich Schrittweise an einzelne Themengebiete herantasten. <br><br/>Bei mir hat das Buch das Interesse geweckt viel mehr zu Experimentieren und auch mehr die verschiedenen manuellen Einstellmöglichkeiten zu benutzen.</p><br/>",5
"=""""",Zen in Kürze,Ein sehr gutes Buch um einen Einstieg ins Thema Zen zu erhalten. Damit hat man eine Erklärung für die häufigsten Begriffe und kann sich mit weiterer Literatur beschäftigen ohne ständig nach Hintergrundmaterial suchen zu müssen. ,4
"=""9781590308509""","Zen Mind, Beginner's Mind","This book is a good introduction into the state of a Zen mind. You will have a hard time to understand all the different parts and most likely you will need additional material if you are new to Zen. However, the book has some interesting points that not necessarily are about Zen. If you have a deep understanding of a topic then you will instantly know what Shunryu Suzuki means. It may be about Zen when it was written, but it applies to everything that needs training to develop a skill. That in itself may be what Zen is all about or I can be completely wrong. <br/>",4
"=""""",Growing Rails Applications in Practice,"Growing Rails Applications in Practice is only 88 pages long. But if you follow the advices given by Henning Koch and Thomas Eisenbarth your Rails application will be in a much better state. Most of the ideas are not new and when you know the [b:Practical Object Oriented Design in Ruby|13507787|Practical Object Oriented Design in Ruby|Sandi Metz|https://d.gr-assets.com/books/1358916543s/13507787.jpg|19059453]book by [a:Sandi Metz|5763434|Sandi Metz|https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png] you may have already seen how small methods make the life simpler. That idea can be used for Rails as well. <br/><br/><p>Making controllers smaller, use inheritance and use models even if they don’t need ActiveRecord are simple things you can do right from the beginning. You don’t need to make a mess until you can make the situation better. But as also is explained in the book, don’t try everything you hear. Complex applications need a complex set of solutions. Not everything fits and therefore you need to be aware of the dependencies you add – by that in form of Gems or in the patterns you use. However, if you select a few ideas and implement them fully in your application you are far better off. Give it a try.</p><br/>",5
"=""9781937785734""","Node.js the Right Way: Practical, Server-Side JavaScript That Scales",A good explanation of Node.js. It starts not with another explanation of how to build a fast web application but instead shows how you can use Node.js to watch your file system. This approach is great to show what Node.js can do beyond the web. Some chapters could have delivered a bit more details and a deeper explanation on why those things work the way they do. What I missed was a more practical advice on how to test a Node.js application.,4
"=""9783868021189""",Baukunst für Softwarearchitekten,"Jan Peuker erklärt in diesem Buch ganz dem Untertitel folgend was Software mit Architektur zu tun hat. So lange er von der (Bau-) Architektur her erklärt und die Gegenstücke in der Software-Erstellung aufzeigt ist das Buch gut gelungen und man kann viel Spanendes erfahren. Von der Planbarkeit über den Raum bis hin zum Dorfplatz funktioniert dies alles sehr gut. Bei den Hütten sieht man entsprechende Parallelen zu den vielen aktuellen Bewegungen innerhalb der Software-„Industrie“. Wer einen kurzen und gut durchdachten Ausflug in die Baukunst sucht sollte nach Seite 156 aufhören und das Buch weglegen.<br/><br/><p>Leider ist das Buch nach dieser Rundumsicht nicht fertig, sondern versucht Software-Konzepte auf die Baukunst zu übertragen. Aus „Baukunst für Softwarearchitekten“ wird fast ein „Software für (Bau-) Architekten“. Hier wird dann jede mögliche Abkürzung mit 3 Buchstaben eingeworfen. Von SOA über DSL zu CAM, JEE, BPM und noch viele weitere die man als längst ausgestorben betrachtet hätte. Hin und wieder ist der gemachte Vergleich sinnvoll, zu oft aber wird das Zielpublikum zu wenig über die Details des Bauwesens wissen um damit etwas anzufangen zu können. Und kennt man diesen speziellen Aspekt tatsächlich, so ist der Vergleich fragwürdig. Man wird den Verdacht nicht los als ob die letzten 100 Seiten nur geschrieben worden sind um eine vorher definierte Seitenzahl zu erreichen. Themen wie Systems Engineering und Software Craftsmanship werden zwar auf dem Buchrücken aufgeführt, im Buch aber nur so kurz (und schlecht) dargestellt dass man diese besser gleich ganz gestrichen hätte. </p><br/><br/><p>Für ein deutschsprachiges Buch sehr gewöhnungsbedürftig ist die grosse Anzahl von englischen Zitaten. Diese sind oft nicht nur Beiwerk sondern erklären einen wichtigen Punkt oder füllen wie beim Einschub zu Code Smell (S. 215) eine halbe Seite. Dies dürfte für so manchen Leser irritieren und den Lesefluss arg beeinträchtigen.<br/></p><br/><p>Mein Fazit: Ein sehr guter Anfang wurde durch die letzten 100 Seiten zu einem mittelmässigen Buch reduziert. </p><br/>",2
"=""""",Working Effectively with Unit Tests,Jay Fields uses in [b:Working Effectively with Unit Tests|22605938|Working Effectively with Unit Tests|Jay Fields|https://d.gr-assets.com/books/1419512622s/22605938.jpg|42094611] a different approach than most authors that write about TDD: How does test-driven development creates value? As a measurement to judge the different approaches he uses ROI (return on investment) and explains the different side-effects certain styles of tests have. This (at least for me) new way to look at TDD is refreshing and helps to stay away from code bases that are impossible to change after an endless amount of tests are written that no longer justify the cost of maintaining them. <br/><br/>Be aware that the first examples he shows are only intermediary steps to a good solution. The first reaction after the initial refactoring may be “oh no!”. But those examples are only there to explain the problems and when you keep reading the code gets better and better. Maintaining a big code base with lots of tests is hard work. Applying a metric like ROI to challenge all tests and cutting them back on a regular basis is a good advice that will make your life simpler. When you do TDD you definitely should read this book. And when not this book may be give you a reason and a tactic to start writing more and better tests.<br/>,5
"=""9781934356500""",Pomodoro Technique Illustrated: The Easy Way to Do More in Less Time (Pragmatic Life),The Pomodoro technique is an interesting way to maximize the output of your time. Minimalistic iterations with a duration of only 25 minutes are long enough to get things done and short enough to stop the procrastination and the distractions. In [b:Pomodoro Technique Illustrated|7117789|Pomodoro Technique Illustrated|Staffan Noteberg|https://d.gr-assets.com/books/1348544049s/7117789.jpg|7378417] Staffan Noteberg explains all the little steps you should take and how you can integrate it in your daily routines. From using a kitchen timer to your daily planning up to getting better at estimating is all in this book. All you need to do is to start using the technique and you should quickly see if it works for you. <br/>Keep going for at least 5 week even if certain aspects don’t feel right. If you then still believe that they are wrong you can change them. Starting changes before far too often results in doing what you want to do that objectively has nothing in common with the Pomodoro technique. <br/><br/><p>A better explanation of the planning pages would be a good addition to a future edition. If you know what is important for the technique you most likely will not need that. But when you start this could be a good reminder on how simple you can make it and that may be enough to communicate the intended goal of such lists a little bit better.</p><br/>,4
"=""9781411609259""",Domain-Driven Design Quickly,"[b:Domain-Driven Design: Tackling Complexity in the Heart of Software|179133|Domain-Driven Design  Tackling Complexity in the Heart of Software|Eric Evans|https://d.gr-assets.com/books/1287493789s/179133.jpg|173058] by Eric Evans is hard to read and full of repetition. It has great points like the ubiquitous language, refactoring toward a deeper insight or bounded context but to get to those points you have to work. It’s like mining and most of the pages you have to read don’t turn out to be useful. <br/><p><br/>This book, [b:Domain-Driven Design Quickly|2558105|Domain-Driven Design Quickly|Floyd Marinescu|https://d.gr-assets.com/books/1348993224s/2558105.jpg|2566587], is an easy to read summary that explains the main points of Domain-Driven Design. Without the repetition and only small but meaningful examples you can get up to speed in no time and start exploring the topic on your own with real code. If you made your own experiences and like to go a bit deeper in certain points you still can go for the book of Eric Evans. </p><br/>",4
"=""9780446676670""",10 Days to Faster Reading,Abby Marks Beale explains in this 10 day course different techniques you can use to read faster. I read a lot and hoped with this book to push my reading speed a bit up. So far I only find the technique of pre-view reading worth investigating. <br/><br/><p><br/>There are however 2 points I like to point out explicitly that I find very helpful and can make a big difference for your reading speed:<br><br/>1) You don’t have to read every word in every text you read.<br><br/>2)Speed reading doesn’t mean you have to read everything at the same fast pace.</p><br/><br/>When you keep those two points in mind you can read much faster and don’t have to miss all the fun you can have with reading. The techniques in the book may be a great help for you even if I don’t like them. Therefore you should give it a try.<br/>,4
"=""9781941360002""",The Legend of Sherlock Holmes,This interesting collection of adventures of Sherlock Holmes is chronologically ordered by the cases and not as so often by the release date. Therefore you are able to follow the story in a far simpler way and learn what happens from the big fall until the last adventure at the eve of world war one.,4
"=""""",Mastering the Requirements Process: Getting Requirements Right,"If you need to gather requirements for your projects this book will be a great help. It not only explains what requirements gathering is but explains a useful process in a lot of details. Even when you have no other experience you will be able to start and collect the different expectations and needs much faster and better. You will learn how to measure things that seams unmeasurable and how important it is to write down a reason for every feature request. <br/><br/><p>To put those ideas in practice you can use the Volere template that is part of appendix A. With that template as a starting place you are reminded of all the different things you should think about. The template alone will not make your project a success, but with the structure it offers the chances are really good that you will have all the important points in your requirements document. And from there it’s much simpler to build the right thing.<br><br/>If you don’t like the Volere process you still get a lot of good advice on the gathering of requirements. You may need to fill in some gaps to your process but that should not be too hard.</p><br/>",5
"=""""",Soft Skills: The Software Developer's Life Manual,"Soft Skills by John Z. Sonmez offers a holistic approach on all the things you should know as a developer. Starting with your career, how to marketing yourself, how to improve your productivity and faster learning over to your spirit, your finances and your personal fitness. All that is covered on 500 pages and will help you to find your better self. It’s however not done with reading the book. You will have to put in a lot of time and effort. Luckily John shows how you easily can get the needed time.<br/><br/><p>The most important point of this book is discussed early on: <i>The driving force of a career must come from the individual. Remember: Jobs are owned by the company, you own your career!</i><br><br/>It’s therefore your job, and not the one of the company you work for, to care about what you do and how you stay competitive. The book gives you a lot of possibilities to catch up with the current technologies and how you can optimise your learning process to fit all in your available time slot.<br><br/>The part on learning together with the productivity improvements therefore are the ones I liked the most. The other parts are not bad but more controversial and therefore not a silver bullet you simply can adapt.</p><br/><br/>The 10 point learning plan is something I will put in action immediately. In this field I have room for improvements and who knows if all it takes is a bit more playing with technology. <br><br/>I already follow a productivity plan similar to the one of John and can therefore recommend to adapt such a plan for yourself.<br/>",5
